datetime,day,hour_frac,T_primario,operativo,T_mandata_rete,P_kW,hour
2024-01-01 04:30:00,2024-01-01,4.5,,False,,0.0,2024-01-01 04:00:00
2024-01-01 04:35:00,2024-01-01,4.583333333333333,,False,,0.0,2024-01-01 04:00:00
2024-01-01 04:40:00,2024-01-01,4.666666666666667,,False,,0.0,2024-01-01 04:00:00
2024-01-01 04:45:00,2024-01-01,4.75,,False,,0.0,2024-01-01 04:00:00
2024-01-01 04:50:00,2024-01-01,4.833333333333333,,False,,0.0,2024-01-01 04:00:00
2024-01-01 04:55:00,2024-01-01,4.916666666666667,,False,,0.0,2024-01-01 04:00:00
2024-01-01 05:00:00,2024-01-01,5.0,,False,,0.0,2024-01-01 05:00:00
2024-01-01 05:05:00,2024-01-01,5.083333333333333,,False,,0.0,2024-01-01 05:00:00
2024-01-01 05:10:00,2024-01-01,5.166666666666667,,False,,0.0,2024-01-01 05:00:00
2024-01-01 05:15:00,2024-01-01,5.25,,False,,0.0,2024-01-01 05:00:00
2024-01-01 05:20:00,2024-01-01,5.333333333333333,,False,,0.0,2024-01-01 05:00:00
2024-01-01 05:25:00,2024-01-01,5.416666666666667,,False,,0.0,2024-01-01 05:00:00
2024-01-01 05:30:00,2024-01-01,5.5,,False,,0.0,2024-01-01 05:00:00
2024-01-01 05:35:00,2024-01-01,5.583333333333333,,False,,0.0,2024-01-01 05:00:00
2024-01-01 05:40:00,2024-01-01,5.666666666666667,,False,,0.0,2024-01-01 05:00:00
2024-01-01 05:45:00,2024-01-01,5.75,,False,,0.0,2024-01-01 05:00:00
2024-01-01 05:50:00,2024-01-01,5.833333333333333,,False,,0.0,2024-01-01 05:00:00
2024-01-01 05:55:00,2024-01-01,5.916666666666667,,False,,0.0,2024-01-01 05:00:00
2024-01-01 06:00:00,2024-01-01,6.0,,False,,0.0,2024-01-01 06:00:00
2024-01-01 06:05:00,2024-01-01,6.083333333333333,,False,,0.0,2024-01-01 06:00:00
2024-01-01 06:10:00,2024-01-01,6.166666666666667,,False,,0.0,2024-01-01 06:00:00
2024-01-01 06:15:00,2024-01-01,6.25,,False,,0.0,2024-01-01 06:00:00
2024-01-01 06:20:00,2024-01-01,6.333333333333333,,False,,0.0,2024-01-01 06:00:00
2024-01-01 06:25:00,2024-01-01,6.416666666666667,,False,,0.0,2024-01-01 06:00:00
2024-01-01 06:30:00,2024-01-01,6.5,,False,,0.0,2024-01-01 06:00:00
2024-01-01 06:35:00,2024-01-01,6.583333333333333,,False,,0.0,2024-01-01 06:00:00
2024-01-01 06:40:00,2024-01-01,6.666666666666667,,False,,0.0,2024-01-01 06:00:00
2024-01-01 06:45:00,2024-01-01,6.75,,False,,0.0,2024-01-01 06:00:00
2024-01-01 06:50:00,2024-01-01,6.833333333333333,,False,,0.0,2024-01-01 06:00:00
2024-01-01 06:55:00,2024-01-01,6.916666666666667,,False,,0.0,2024-01-01 06:00:00
2024-01-01 07:00:00,2024-01-01,7.0,,False,,0.0,2024-01-01 07:00:00
2024-01-01 07:05:00,2024-01-01,7.083333333333333,,False,,0.0,2024-01-01 07:00:00
2024-01-01 07:10:00,2024-01-01,7.166666666666667,,False,,0.0,2024-01-01 07:00:00
2024-01-01 07:15:00,2024-01-01,7.25,,False,,0.0,2024-01-01 07:00:00
2024-01-01 07:20:00,2024-01-01,7.333333333333333,,False,,0.0,2024-01-01 07:00:00
2024-01-01 07:25:00,2024-01-01,7.416666666666667,,False,,0.0,2024-01-01 07:00:00
2024-01-01 07:30:00,2024-01-01,7.5,,False,,0.0,2024-01-01 07:00:00
2024-01-01 07:35:00,2024-01-01,7.583333333333333,,False,,0.0,2024-01-01 07:00:00
2024-01-01 07:40:00,2024-01-01,7.666666666666667,,False,,0.0,2024-01-01 07:00:00
2024-01-01 07:45:00,2024-01-01,7.75,,False,,0.0,2024-01-01 07:00:00
2024-01-01 07:50:00,2024-01-01,7.833333333333333,,False,,0.0,2024-01-01 07:00:00
2024-01-01 07:55:00,2024-01-01,7.916666666666667,,False,,0.0,2024-01-01 07:00:00
2024-01-01 08:00:00,2024-01-01,8.0,,False,,0.0,2024-01-01 08:00:00
2024-01-01 08:05:00,2024-01-01,8.083333333333334,,False,,0.0,2024-01-01 08:00:00
2024-01-01 08:10:00,2024-01-01,8.166666666666666,,False,,0.0,2024-01-01 08:00:00
2024-01-01 08:15:00,2024-01-01,8.25,,False,,0.0,2024-01-01 08:00:00
2024-01-01 08:20:00,2024-01-01,8.333333333333334,,False,,0.0,2024-01-01 08:00:00
2024-01-01 08:25:00,2024-01-01,8.416666666666666,,False,,0.0,2024-01-01 08:00:00
2024-01-01 08:30:00,2024-01-01,8.5,,False,,0.0,2024-01-01 08:00:00
2024-01-01 08:35:00,2024-01-01,8.583333333333334,,False,,0.0,2024-01-01 08:00:00
2024-01-01 08:40:00,2024-01-01,8.666666666666666,,False,,0.0,2024-01-01 08:00:00
2024-01-01 08:45:00,2024-01-01,8.75,,False,,0.0,2024-01-01 08:00:00
2024-01-01 08:50:00,2024-01-01,8.833333333333334,,False,,0.0,2024-01-01 08:00:00
2024-01-01 08:55:00,2024-01-01,8.916666666666666,,False,,0.0,2024-01-01 08:00:00
2024-01-01 09:00:00,2024-01-01,9.0,,False,,0.0,2024-01-01 09:00:00
2024-01-01 09:05:00,2024-01-01,9.083333333333334,,False,,0.0,2024-01-01 09:00:00
2024-01-01 09:10:00,2024-01-01,9.166666666666666,,False,,0.0,2024-01-01 09:00:00
2024-01-01 09:15:00,2024-01-01,9.25,,False,,0.0,2024-01-01 09:00:00
2024-01-01 09:20:00,2024-01-01,9.333333333333334,,False,,0.0,2024-01-01 09:00:00
2024-01-01 09:25:00,2024-01-01,9.416666666666666,,False,,0.0,2024-01-01 09:00:00
2024-01-01 09:30:00,2024-01-01,9.5,,False,,0.0,2024-01-01 09:00:00
2024-01-01 09:35:00,2024-01-01,9.583333333333334,,False,,0.0,2024-01-01 09:00:00
2024-01-01 09:40:00,2024-01-01,9.666666666666666,,False,,0.0,2024-01-01 09:00:00
2024-01-01 09:45:00,2024-01-01,9.75,,False,,0.0,2024-01-01 09:00:00
2024-01-01 09:50:00,2024-01-01,9.833333333333334,,False,,0.0,2024-01-01 09:00:00
2024-01-01 09:55:00,2024-01-01,9.916666666666666,,False,,0.0,2024-01-01 09:00:00
2024-01-01 10:00:00,2024-01-01,10.0,,False,,0.0,2024-01-01 10:00:00
2024-01-01 10:05:00,2024-01-01,10.083333333333334,,False,,0.0,2024-01-01 10:00:00
2024-01-01 10:10:00,2024-01-01,10.166666666666666,,False,,0.0,2024-01-01 10:00:00
2024-01-01 10:15:00,2024-01-01,10.25,,False,,0.0,2024-01-01 10:00:00
2024-01-01 10:20:00,2024-01-01,10.333333333333334,,False,,0.0,2024-01-01 10:00:00
2024-01-01 10:25:00,2024-01-01,10.416666666666666,,False,,0.0,2024-01-01 10:00:00
2024-01-01 10:30:00,2024-01-01,10.5,,False,,0.0,2024-01-01 10:00:00
2024-01-01 10:35:00,2024-01-01,10.583333333333334,,False,,0.0,2024-01-01 10:00:00
2024-01-01 10:40:00,2024-01-01,10.666666666666666,,False,,0.0,2024-01-01 10:00:00
2024-01-01 10:45:00,2024-01-01,10.75,,False,,0.0,2024-01-01 10:00:00
2024-01-01 10:50:00,2024-01-01,10.833333333333334,,False,,0.0,2024-01-01 10:00:00
2024-01-01 10:55:00,2024-01-01,10.916666666666666,,False,,0.0,2024-01-01 10:00:00
2024-01-01 11:00:00,2024-01-01,11.0,,False,,0.0,2024-01-01 11:00:00
2024-01-01 11:05:00,2024-01-01,11.083333333333334,,False,,0.0,2024-01-01 11:00:00
2024-01-01 11:10:00,2024-01-01,11.166666666666666,,False,,0.0,2024-01-01 11:00:00
2024-01-01 11:15:00,2024-01-01,11.25,,False,,0.0,2024-01-01 11:00:00
2024-01-01 11:20:00,2024-01-01,11.333333333333334,,False,,0.0,2024-01-01 11:00:00
2024-01-01 11:25:00,2024-01-01,11.416666666666666,,False,,0.0,2024-01-01 11:00:00
2024-01-01 11:30:00,2024-01-01,11.5,,False,,0.0,2024-01-01 11:00:00
2024-01-01 11:35:00,2024-01-01,11.583333333333334,,False,,0.0,2024-01-01 11:00:00
2024-01-01 11:40:00,2024-01-01,11.666666666666666,,False,,0.0,2024-01-01 11:00:00
2024-01-01 11:45:00,2024-01-01,11.75,,False,,0.0,2024-01-01 11:00:00
2024-01-01 11:50:00,2024-01-01,11.833333333333334,,False,,0.0,2024-01-01 11:00:00
2024-01-01 11:55:00,2024-01-01,11.916666666666666,,False,,0.0,2024-01-01 11:00:00
2024-01-01 12:00:00,2024-01-01,12.0,,False,,0.0,2024-01-01 12:00:00
2024-01-01 12:05:00,2024-01-01,12.083333333333334,,False,,0.0,2024-01-01 12:00:00
2024-01-01 12:10:00,2024-01-01,12.166666666666666,,False,,0.0,2024-01-01 12:00:00
2024-01-01 12:15:00,2024-01-01,12.25,,False,,0.0,2024-01-01 12:00:00
2024-01-01 12:20:00,2024-01-01,12.333333333333334,,False,,0.0,2024-01-01 12:00:00
2024-01-01 12:25:00,2024-01-01,12.416666666666666,,False,,0.0,2024-01-01 12:00:00
2024-01-01 12:30:00,2024-01-01,12.5,,False,,0.0,2024-01-01 12:00:00
2024-01-01 12:35:00,2024-01-01,12.583333333333334,,False,,0.0,2024-01-01 12:00:00
2024-01-01 12:40:00,2024-01-01,12.666666666666666,,False,,0.0,2024-01-01 12:00:00
2024-01-01 12:45:00,2024-01-01,12.75,,False,,0.0,2024-01-01 12:00:00
2024-01-01 12:50:00,2024-01-01,12.833333333333334,,False,,0.0,2024-01-01 12:00:00
2024-01-01 12:55:00,2024-01-01,12.916666666666666,,False,,0.0,2024-01-01 12:00:00
2024-01-01 13:00:00,2024-01-01,13.0,,False,,0.0,2024-01-01 13:00:00
2024-01-01 13:05:00,2024-01-01,13.083333333333334,,False,,0.0,2024-01-01 13:00:00
2024-01-01 13:10:00,2024-01-01,13.166666666666666,,False,,0.0,2024-01-01 13:00:00
2024-01-01 13:15:00,2024-01-01,13.25,,False,,0.0,2024-01-01 13:00:00
2024-01-01 13:20:00,2024-01-01,13.333333333333334,,False,,0.0,2024-01-01 13:00:00
2024-01-01 13:25:00,2024-01-01,13.416666666666666,,False,,0.0,2024-01-01 13:00:00
2024-01-01 13:30:00,2024-01-01,13.5,,False,,0.0,2024-01-01 13:00:00
2024-01-01 13:35:00,2024-01-01,13.583333333333334,,False,,0.0,2024-01-01 13:00:00
2024-01-01 13:40:00,2024-01-01,13.666666666666666,,False,,0.0,2024-01-01 13:00:00
2024-01-01 13:45:00,2024-01-01,13.75,,False,,0.0,2024-01-01 13:00:00
2024-01-01 13:50:00,2024-01-01,13.833333333333334,,False,,0.0,2024-01-01 13:00:00
2024-01-01 13:55:00,2024-01-01,13.916666666666666,,False,,0.0,2024-01-01 13:00:00
2024-01-01 14:00:00,2024-01-01,14.0,,False,,0.0,2024-01-01 14:00:00
2024-01-01 14:05:00,2024-01-01,14.083333333333334,,False,,0.0,2024-01-01 14:00:00
2024-01-01 14:10:00,2024-01-01,14.166666666666666,,False,,0.0,2024-01-01 14:00:00
2024-01-01 14:15:00,2024-01-01,14.25,,False,,0.0,2024-01-01 14:00:00
2024-01-01 14:20:00,2024-01-01,14.333333333333334,,False,,0.0,2024-01-01 14:00:00
2024-01-01 14:25:00,2024-01-01,14.416666666666666,,False,,0.0,2024-01-01 14:00:00
2024-01-01 14:30:00,2024-01-01,14.5,,False,,0.0,2024-01-01 14:00:00
2024-01-01 14:35:00,2024-01-01,14.583333333333334,,False,,0.0,2024-01-01 14:00:00
2024-01-01 14:40:00,2024-01-01,14.666666666666666,,False,,0.0,2024-01-01 14:00:00
2024-01-01 14:45:00,2024-01-01,14.75,,False,,0.0,2024-01-01 14:00:00
2024-01-01 14:50:00,2024-01-01,14.833333333333334,,False,,0.0,2024-01-01 14:00:00
2024-01-01 14:55:00,2024-01-01,14.916666666666666,,False,,0.0,2024-01-01 14:00:00
2024-01-01 15:00:00,2024-01-01,15.0,,False,,0.0,2024-01-01 15:00:00
2024-01-01 15:05:00,2024-01-01,15.083333333333334,,False,,0.0,2024-01-01 15:00:00
2024-01-01 15:10:00,2024-01-01,15.166666666666666,,False,,0.0,2024-01-01 15:00:00
2024-01-01 15:15:00,2024-01-01,15.25,,False,,0.0,2024-01-01 15:00:00
2024-01-01 15:20:00,2024-01-01,15.333333333333334,,False,,0.0,2024-01-01 15:00:00
2024-01-01 15:25:00,2024-01-01,15.416666666666666,,False,,0.0,2024-01-01 15:00:00
2024-01-01 15:30:00,2024-01-01,15.5,,False,,0.0,2024-01-01 15:00:00
2024-01-01 15:35:00,2024-01-01,15.583333333333334,,False,,0.0,2024-01-01 15:00:00
2024-01-01 15:40:00,2024-01-01,15.666666666666666,,False,,0.0,2024-01-01 15:00:00
2024-01-01 15:45:00,2024-01-01,15.75,,False,,0.0,2024-01-01 15:00:00
2024-01-01 15:50:00,2024-01-01,15.833333333333334,,False,,0.0,2024-01-01 15:00:00
2024-01-01 15:55:00,2024-01-01,15.916666666666666,,False,,0.0,2024-01-01 15:00:00
2024-01-01 16:00:00,2024-01-01,16.0,,False,,0.0,2024-01-01 16:00:00
2024-01-01 16:05:00,2024-01-01,16.083333333333332,,False,,0.0,2024-01-01 16:00:00
2024-01-01 16:10:00,2024-01-01,16.166666666666668,,False,,0.0,2024-01-01 16:00:00
2024-01-01 16:15:00,2024-01-01,16.25,,False,,0.0,2024-01-01 16:00:00
2024-01-01 16:20:00,2024-01-01,16.333333333333332,,False,,0.0,2024-01-01 16:00:00
2024-01-01 16:25:00,2024-01-01,16.416666666666668,,False,,0.0,2024-01-01 16:00:00
2024-01-01 16:30:00,2024-01-01,16.5,,False,,0.0,2024-01-01 16:00:00
2024-01-01 16:35:00,2024-01-01,16.583333333333332,,False,,0.0,2024-01-01 16:00:00
2024-01-01 16:40:00,2024-01-01,16.666666666666668,,False,,0.0,2024-01-01 16:00:00
2024-01-01 16:45:00,2024-01-01,16.75,,False,,0.0,2024-01-01 16:00:00
2024-01-01 16:50:00,2024-01-01,16.833333333333332,,False,,0.0,2024-01-01 16:00:00
2024-01-01 16:55:00,2024-01-01,16.916666666666668,,False,,0.0,2024-01-01 16:00:00
2024-01-01 17:00:00,2024-01-01,17.0,,False,,0.0,2024-01-01 17:00:00
2024-01-01 17:05:00,2024-01-01,17.083333333333332,,False,,0.0,2024-01-01 17:00:00
2024-01-01 17:10:00,2024-01-01,17.166666666666668,,False,,0.0,2024-01-01 17:00:00
2024-01-01 17:15:00,2024-01-01,17.25,,False,,0.0,2024-01-01 17:00:00
2024-01-01 17:20:00,2024-01-01,17.333333333333332,,False,,0.0,2024-01-01 17:00:00
2024-01-01 17:25:00,2024-01-01,17.416666666666668,,False,,0.0,2024-01-01 17:00:00
2024-01-01 17:30:00,2024-01-01,17.5,,False,,0.0,2024-01-01 17:00:00
2024-01-01 17:35:00,2024-01-01,17.583333333333332,,False,,0.0,2024-01-01 17:00:00
2024-01-01 17:40:00,2024-01-01,17.666666666666668,,False,,0.0,2024-01-01 17:00:00
2024-01-01 17:45:00,2024-01-01,17.75,,False,,0.0,2024-01-01 17:00:00
2024-01-01 17:50:00,2024-01-01,17.833333333333332,,False,,0.0,2024-01-01 17:00:00
2024-01-01 17:55:00,2024-01-01,17.916666666666668,,False,,0.0,2024-01-01 17:00:00
2024-01-01 18:00:00,2024-01-01,18.0,,False,,0.0,2024-01-01 18:00:00
2024-01-01 18:05:00,2024-01-01,18.083333333333332,,False,,0.0,2024-01-01 18:00:00
2024-01-01 18:10:00,2024-01-01,18.166666666666668,,False,,0.0,2024-01-01 18:00:00
2024-01-01 18:15:00,2024-01-01,18.25,,False,,0.0,2024-01-01 18:00:00
2024-01-01 18:20:00,2024-01-01,18.333333333333332,,False,,0.0,2024-01-01 18:00:00
2024-01-01 18:25:00,2024-01-01,18.416666666666668,,False,,0.0,2024-01-01 18:00:00
2024-01-01 18:30:00,2024-01-01,18.5,,False,,0.0,2024-01-01 18:00:00
2024-01-01 18:35:00,2024-01-01,18.583333333333332,,False,,0.0,2024-01-01 18:00:00
2024-01-01 18:40:00,2024-01-01,18.666666666666668,,False,,0.0,2024-01-01 18:00:00
2024-01-01 18:45:00,2024-01-01,18.75,,False,,0.0,2024-01-01 18:00:00
2024-01-01 18:50:00,2024-01-01,18.833333333333332,,False,,0.0,2024-01-01 18:00:00
2024-01-01 18:55:00,2024-01-01,18.916666666666668,,False,,0.0,2024-01-01 18:00:00
2024-01-01 19:00:00,2024-01-01,19.0,,False,,0.0,2024-01-01 19:00:00
2024-01-01 19:05:00,2024-01-01,19.083333333333332,,False,,0.0,2024-01-01 19:00:00
2024-01-01 19:10:00,2024-01-01,19.166666666666668,,False,,0.0,2024-01-01 19:00:00
2024-01-01 19:15:00,2024-01-01,19.25,,False,,0.0,2024-01-01 19:00:00
2024-01-01 19:20:00,2024-01-01,19.333333333333332,,False,,0.0,2024-01-01 19:00:00
2024-01-01 19:25:00,2024-01-01,19.416666666666668,,False,,0.0,2024-01-01 19:00:00
2024-01-01 19:30:00,2024-01-01,19.5,,False,,0.0,2024-01-01 19:00:00
2024-01-01 19:35:00,2024-01-01,19.583333333333332,,False,,0.0,2024-01-01 19:00:00
2024-01-01 19:40:00,2024-01-01,19.666666666666668,,False,,0.0,2024-01-01 19:00:00
2024-01-01 19:45:00,2024-01-01,19.75,,False,,0.0,2024-01-01 19:00:00
2024-01-01 19:50:00,2024-01-01,19.833333333333332,,False,,0.0,2024-01-01 19:00:00
2024-01-01 19:55:00,2024-01-01,19.916666666666668,,False,,0.0,2024-01-01 19:00:00
2024-01-01 20:00:00,2024-01-01,20.0,,False,,0.0,2024-01-01 20:00:00
2024-01-01 20:05:00,2024-01-01,20.083333333333332,,False,,0.0,2024-01-01 20:00:00
2024-01-01 20:10:00,2024-01-01,20.166666666666668,,False,,0.0,2024-01-01 20:00:00
2024-01-01 20:15:00,2024-01-01,20.25,,False,,0.0,2024-01-01 20:00:00
2024-01-01 20:20:00,2024-01-01,20.333333333333332,,False,,0.0,2024-01-01 20:00:00
2024-01-01 20:25:00,2024-01-01,20.416666666666668,,False,,0.0,2024-01-01 20:00:00
2024-01-01 20:30:00,2024-01-01,20.5,,False,,0.0,2024-01-01 20:00:00
2024-01-01 20:35:00,2024-01-01,20.583333333333332,,False,,0.0,2024-01-01 20:00:00
2024-01-01 20:40:00,2024-01-01,20.666666666666668,,False,,0.0,2024-01-01 20:00:00
2024-01-01 20:45:00,2024-01-01,20.75,,False,,0.0,2024-01-01 20:00:00
2024-01-01 20:50:00,2024-01-01,20.833333333333332,,False,,0.0,2024-01-01 20:00:00
2024-01-01 20:55:00,2024-01-01,20.916666666666668,,False,,0.0,2024-01-01 20:00:00
2024-01-01 21:00:00,2024-01-01,21.0,,False,,0.0,2024-01-01 21:00:00
2024-01-01 21:05:00,2024-01-01,21.083333333333332,,False,,0.0,2024-01-01 21:00:00
2024-01-01 21:10:00,2024-01-01,21.166666666666668,,False,,0.0,2024-01-01 21:00:00
2024-01-01 21:15:00,2024-01-01,21.25,,False,,0.0,2024-01-01 21:00:00
2024-01-01 21:20:00,2024-01-01,21.333333333333332,,False,,0.0,2024-01-01 21:00:00
2024-01-01 21:25:00,2024-01-01,21.416666666666668,,False,,0.0,2024-01-01 21:00:00
2024-01-01 21:30:00,2024-01-01,21.5,,False,,0.0,2024-01-01 21:00:00
2024-01-01 21:35:00,2024-01-01,21.583333333333332,,False,,0.0,2024-01-01 21:00:00
2024-01-01 21:40:00,2024-01-01,21.666666666666668,,False,,0.0,2024-01-01 21:00:00
2024-01-01 21:45:00,2024-01-01,21.75,,False,,0.0,2024-01-01 21:00:00
2024-01-01 21:50:00,2024-01-01,21.833333333333332,,False,,0.0,2024-01-01 21:00:00
2024-01-01 21:55:00,2024-01-01,21.916666666666668,,False,,0.0,2024-01-01 21:00:00
2024-01-01 22:00:00,2024-01-01,22.0,,False,,0.0,2024-01-01 22:00:00
2024-01-01 22:05:00,2024-01-01,22.083333333333332,,False,,0.0,2024-01-01 22:00:00
2024-01-01 22:10:00,2024-01-01,22.166666666666668,,False,,0.0,2024-01-01 22:00:00
2024-01-01 22:15:00,2024-01-01,22.25,,False,,0.0,2024-01-01 22:00:00
2024-01-01 22:20:00,2024-01-01,22.333333333333332,,False,,0.0,2024-01-01 22:00:00
2024-01-01 22:25:00,2024-01-01,22.416666666666668,,False,,0.0,2024-01-01 22:00:00
2024-01-01 22:30:00,2024-01-01,22.5,,False,,0.0,2024-01-01 22:00:00
2024-01-01 22:35:00,2024-01-01,22.583333333333332,,False,,0.0,2024-01-01 22:00:00
2024-01-01 22:40:00,2024-01-01,22.666666666666668,,False,,0.0,2024-01-01 22:00:00
2024-01-01 22:45:00,2024-01-01,22.75,,False,,0.0,2024-01-01 22:00:00
2024-01-01 22:50:00,2024-01-01,22.833333333333332,,False,,0.0,2024-01-01 22:00:00
2024-01-01 22:55:00,2024-01-01,22.916666666666668,,False,,0.0,2024-01-01 22:00:00
2024-01-01 23:00:00,2024-01-01,23.0,,False,,0.0,2024-01-01 23:00:00
2024-01-01 23:05:00,2024-01-01,23.083333333333332,,False,,0.0,2024-01-01 23:00:00
2024-01-01 23:10:00,2024-01-01,23.166666666666668,,False,,0.0,2024-01-01 23:00:00
2024-01-01 23:15:00,2024-01-01,23.25,,False,,0.0,2024-01-01 23:00:00
2024-01-01 23:20:00,2024-01-01,23.333333333333332,,False,,0.0,2024-01-01 23:00:00
2024-01-01 23:25:00,2024-01-01,23.416666666666668,,False,,0.0,2024-01-01 23:00:00
2024-01-01 23:30:00,2024-01-01,23.5,,False,,0.0,2024-01-01 23:00:00
2024-01-01 23:35:00,2024-01-01,23.583333333333332,,False,,0.0,2024-01-01 23:00:00
2024-01-01 23:40:00,2024-01-01,23.666666666666668,,False,,0.0,2024-01-01 23:00:00
2024-01-01 23:45:00,2024-01-01,23.75,,False,,0.0,2024-01-01 23:00:00
2024-01-01 23:50:00,2024-01-01,23.833333333333332,,False,,0.0,2024-01-01 23:00:00
2024-01-01 23:55:00,2024-01-01,23.916666666666668,,False,,0.0,2024-01-01 23:00:00
2024-01-02 00:00:00,2024-01-02,0.0,,False,,0.0,2024-01-02 00:00:00
2024-01-02 00:05:00,2024-01-02,0.08333333333333333,,False,,0.0,2024-01-02 00:00:00
2024-01-02 00:10:00,2024-01-02,0.16666666666666666,,False,,0.0,2024-01-02 00:00:00
